tier,wins,losses,veteran,inactive,freshBlood,hotStreak,role,winRate,totalGames,region
GRANDMASTER,136,117,True,False,False,False,Jungle,53.75,253,NorthAmerica
GRANDMASTER,39,22,False,False,False,False,Top,63.93,61,NorthAmerica
GRANDMASTER,61,59,False,False,True,False,Jungle,50.83,120,NorthAmerica
GRANDMASTER,96,71,False,False,True,True,Top,57.49,167,NorthAmerica
GRANDMASTER,95,67,False,False,False,False,Jungle,58.64,162,NorthAmerica
GRANDMASTER,124,109,False,False,False,False,Mid,53.22,233,NorthAmerica
GRANDMASTER,123,102,False,False,False,False,Bottom,54.67,225,NorthAmerica
GRANDMASTER,83,56,False,False,False,True,Jungle,59.71,139,NorthAmerica
GRANDMASTER,41,22,False,False,False,True,Bottom,65.08,63,NorthAmerica
GRANDMASTER,72,60,False,False,True,False,Bottom,54.55,132,NorthAmerica
GRANDMASTER,85,65,False,False,False,True,Bottom,56.67,150,NorthAmerica
GRANDMASTER,84,69,False,False,False,True,Bottom,54.9,153,NorthAmerica
GRANDMASTER,52,29,False,False,False,False,Top,64.2,81,NorthAmerica
GRANDMASTER,282,269,False,False,True,False,Jungle,51.18,551,NorthAmerica
GRANDMASTER,68,54,False,False,False,False,Top,55.74,122,NorthAmerica
GRANDMASTER,146,139,False,False,True,False,Mid,51.23,285,NorthAmerica
GRANDMASTER,45,26,False,False,True,False,Jungle,63.38,71,NorthAmerica
GRANDMASTER,130,117,False,False,True,False,Jungle,52.63,247,NorthAmerica
GRANDMASTER,130,131,False,False,False,False,Jungle,49.81,261,NorthAmerica
GRANDMASTER,46,34,False,False,True,False,Top,57.5,80,NorthAmerica
GRANDMASTER,161,157,False,False,False,False,Bottom,50.63,318,NorthAmerica
GRANDMASTER,124,96,False,False,False,True,Jungle,56.36,220,NorthAmerica
GRANDMASTER,48,21,False,False,False,False,Jungle,69.57,69,NorthAmerica
GRANDMASTER,45,25,False,False,False,False,Bottom,64.29,70,NorthAmerica
GRANDMASTER,175,164,False,False,True,False,Bottom,51.62,339,NorthAmerica
GRANDMASTER,100,82,False,False,False,False,Bottom,54.95,182,NorthAmerica
GRANDMASTER,173,144,False,False,False,False,Mid,54.57,317,NorthAmerica
GRANDMASTER,125,114,False,False,False,False,Bottom,52.3,239,NorthAmerica
GRANDMASTER,123,120,False,False,False,False,Bottom,50.62,243,NorthAmerica
GRANDMASTER,172,161,False,False,False,False,Bottom,51.65,333,NorthAmerica
GRANDMASTER,91,80,False,False,False,True,Bottom,53.22,171,NorthAmerica
GRANDMASTER,84,63,False,False,False,False,Mid,57.14,147,NorthAmerica
GRANDMASTER,205,198,True,False,False,False,Top,50.87,403,NorthAmerica
GRANDMASTER,203,191,False,False,False,False,Mid,51.52,394,NorthAmerica
GRANDMASTER,161,156,False,False,True,False,Jungle,50.79,317,NorthAmerica
GRANDMASTER,105,91,False,False,False,False,Mid,53.57,196,NorthAmerica
GRANDMASTER,134,99,False,False,True,False,Bottom,57.51,233,NorthAmerica
GRANDMASTER,131,129,True,False,False,False,Bottom,50.38,260,NorthAmerica
GRANDMASTER,112,99,False,False,False,False,Bottom,53.08,211,NorthAmerica
GRANDMASTER,70,47,False,False,True,False,Bottom,59.83,117,NorthAmerica
GRANDMASTER,176,164,False,False,False,False,Jungle,51.76,340,NorthAmerica
GRANDMASTER,85,18,False,False,True,True,Mid,82.52,103,NorthAmerica
GRANDMASTER,53,45,False,False,False,False,Bottom,54.08,98,NorthAmerica
GRANDMASTER,134,125,False,False,False,False,Jungle,51.74,259,NorthAmerica
GRANDMASTER,91,58,False,False,False,False,Mid,61.07,149,NorthAmerica
GRANDMASTER,39,28,False,False,False,False,Top,58.21,67,NorthAmerica
GRANDMASTER,96,83,False,False,False,True,Mid,53.63,179,NorthAmerica
GRANDMASTER,141,136,False,False,True,False,Mid,50.9,277,NorthAmerica
GRANDMASTER,62,57,False,False,False,False,Mid,52.1,119,NorthAmerica
GRANDMASTER,50,41,False,False,False,False,Top,54.95,91,NorthAmerica
GRANDMASTER,93,80,False,False,True,True,Jungle,53.76,173,NorthAmerica
GRANDMASTER,111,95,False,False,False,False,Mid,53.88,206,NorthAmerica
GRANDMASTER,43,31,False,False,False,False,Mid,58.11,74,NorthAmerica
GRANDMASTER,98,86,False,False,False,True,Mid,53.26,184,NorthAmerica
GRANDMASTER,85,62,False,False,False,False,Top,57.82,147,NorthAmerica
GRANDMASTER,66,56,False,False,False,False,Top,54.1,122,NorthAmerica
GRANDMASTER,238,212,False,False,False,True,Bottom,52.89,450,NorthAmerica
GRANDMASTER,209,195,False,False,True,False,Bottom,51.73,404,NorthAmerica
GRANDMASTER,169,87,False,False,True,False,Top,66.02,256,NorthAmerica
GRANDMASTER,139,133,False,False,False,False,Mid,51.1,272,NorthAmerica
GRANDMASTER,76,63,False,False,False,False,Jungle,54.68,139,NorthAmerica
GRANDMASTER,341,319,False,False,False,True,Jungle,51.67,660,NorthAmerica
GRANDMASTER,129,119,False,False,True,True,Top,52.02,248,NorthAmerica
GRANDMASTER,149,136,False,False,True,True,Bottom,52.28,285,NorthAmerica
GRANDMASTER,123,96,False,False,False,False,Bottom,56.16,219,NorthAmerica
GRANDMASTER,91,56,False,False,False,False,Bottom,61.9,147,NorthAmerica
GRANDMASTER,142,142,False,False,False,False,Bottom,50.0,284,NorthAmerica
GRANDMASTER,134,92,False,False,True,False,Bottom,59.29,226,NorthAmerica
GRANDMASTER,74,58,False,False,False,False,Bottom,56.06,132,NorthAmerica
GRANDMASTER,255,256,False,False,True,False,Bottom,49.9,511,NorthAmerica
GRANDMASTER,172,159,False,False,False,False,Top,51.96,331,NorthAmerica
GRANDMASTER,51,29,False,False,True,False,Bottom,63.75,80,NorthAmerica
GRANDMASTER,228,157,False,False,True,False,Mid,59.22,385,NorthAmerica
GRANDMASTER,331,313,True,False,False,False,Top,51.4,644,NorthAmerica
GRANDMASTER,147,140,False,False,False,False,Jungle,51.22,287,NorthAmerica
GRANDMASTER,88,79,False,False,True,False,Top,52.69,167,NorthAmerica
GRANDMASTER,89,77,False,False,False,True,Jungle,53.61,166,NorthAmerica
GRANDMASTER,87,63,False,False,True,True,Mid,58.0,150,NorthAmerica
GRANDMASTER,81,68,False,False,False,False,Bottom,54.36,149,NorthAmerica
GRANDMASTER,73,69,False,False,False,False,Top,51.41,142,NorthAmerica
GRANDMASTER,49,29,False,False,False,True,Bottom,62.82,78,NorthAmerica
GRANDMASTER,49,41,False,False,False,False,Top,54.44,90,NorthAmerica
GRANDMASTER,190,183,False,False,False,True,Bottom,50.94,373,NorthAmerica
GRANDMASTER,154,138,False,False,False,True,Bottom,52.74,292,NorthAmerica
GRANDMASTER,52,32,False,False,True,False,Top,61.9,84,NorthAmerica
GRANDMASTER,227,216,False,False,True,True,Mid,51.24,443,NorthAmerica
GRANDMASTER,156,112,False,False,False,False,Bottom,58.21,268,NorthAmerica
GRANDMASTER,72,59,False,False,True,False,Top,54.96,131,NorthAmerica
GRANDMASTER,116,84,False,False,False,True,Mid,58.0,200,NorthAmerica
GRANDMASTER,25,9,False,False,False,False,Bottom,73.53,34,NorthAmerica
GRANDMASTER,60,47,False,False,False,False,Mid,56.07,107,NorthAmerica
GRANDMASTER,100,101,False,False,False,False,Mid,49.75,201,NorthAmerica
GRANDMASTER,62,55,False,False,False,False,Jungle,52.99,117,NorthAmerica
GRANDMASTER,44,34,False,False,False,False,Bottom,56.41,78,NorthAmerica
GRANDMASTER,81,70,False,False,False,False,Jungle,53.64,151,NorthAmerica
GRANDMASTER,73,62,False,False,False,False,Top,54.07,135,NorthAmerica
GRANDMASTER,65,53,False,False,False,False,Bottom,55.08,118,NorthAmerica
GRANDMASTER,140,131,False,False,False,False,Jungle,51.66,271,NorthAmerica
GRANDMASTER,118,84,False,False,False,False,Bottom,58.42,202,NorthAmerica
GRANDMASTER,206,200,False,False,True,False,Mid,50.74,406,NorthAmerica
GRANDMASTER,79,64,False,False,False,False,Bottom,55.24,143,NorthAmerica
GRANDMASTER,66,61,False,False,True,False,Mid,51.97,127,NorthAmerica
GRANDMASTER,115,102,False,False,False,False,Bottom,53.0,217,NorthAmerica
GRANDMASTER,68,49,False,False,False,False,Top,58.12,117,NorthAmerica
GRANDMASTER,29,17,False,False,False,False,Jungle,63.04,46,NorthAmerica
GRANDMASTER,434,416,False,False,True,False,Bottom,51.06,850,NorthAmerica
GRANDMASTER,252,240,True,False,False,False,Jungle,51.22,492,NorthAmerica
GRANDMASTER,127,108,False,False,True,False,Mid,54.04,235,NorthAmerica
GRANDMASTER,160,133,False,False,False,True,Top,54.61,293,NorthAmerica
GRANDMASTER,94,76,False,False,True,True,Jungle,55.29,170,NorthAmerica
GRANDMASTER,212,215,False,False,True,False,Bottom,49.65,427,NorthAmerica
GRANDMASTER,140,132,False,False,False,False,Bottom,51.47,272,NorthAmerica
GRANDMASTER,152,138,False,False,False,False,Jungle,52.41,290,NorthAmerica
GRANDMASTER,78,54,False,False,False,True,Mid,59.09,132,NorthAmerica
GRANDMASTER,61,36,False,False,True,True,Bottom,62.89,97,NorthAmerica
GRANDMASTER,213,136,False,False,False,True,Jungle,61.03,349,NorthAmerica
GRANDMASTER,169,141,False,False,True,False,Mid,54.52,310,NorthAmerica
GRANDMASTER,152,148,False,False,False,False,Top,50.67,300,NorthAmerica
GRANDMASTER,126,116,False,False,False,False,Jungle,52.07,242,NorthAmerica
GRANDMASTER,82,76,False,False,False,False,Mid,51.9,158,NorthAmerica
GRANDMASTER,59,39,False,False,False,False,Bottom,60.2,98,NorthAmerica
GRANDMASTER,58,43,False,False,False,False,Jungle,57.43,101,NorthAmerica
GRANDMASTER,47,35,False,False,False,False,Bottom,57.32,82,NorthAmerica
GRANDMASTER,31,16,False,False,True,True,Top,65.96,47,NorthAmerica
GRANDMASTER,211,141,False,False,False,True,Bottom,59.94,352,NorthAmerica
GRANDMASTER,201,191,False,False,False,False,Top,51.28,392,NorthAmerica
GRANDMASTER,171,114,False,False,False,False,Bottom,60.0,285,NorthAmerica
GRANDMASTER,167,153,False,False,True,True,Jungle,52.19,320,NorthAmerica
GRANDMASTER,77,49,False,False,False,False,Top,61.11,126,NorthAmerica
GRANDMASTER,147,77,False,False,False,False,Jungle,65.62,224,NorthAmerica
GRANDMASTER,83,74,False,False,False,True,Bottom,52.87,157,NorthAmerica
GRANDMASTER,138,129,False,False,False,False,Bottom,51.69,267,NorthAmerica
GRANDMASTER,58,47,False,False,True,False,Bottom,55.24,105,NorthAmerica
GRANDMASTER,47,30,False,False,False,False,Bottom,61.04,77,NorthAmerica
GRANDMASTER,288,274,False,False,False,False,Mid,51.25,562,NorthAmerica
GRANDMASTER,35,25,False,False,False,False,Top,58.33,60,NorthAmerica
GRANDMASTER,134,100,False,False,True,True,Bottom,57.26,234,NorthAmerica
GRANDMASTER,48,34,False,False,True,False,Mid,58.54,82,NorthAmerica
GRANDMASTER,101,80,False,False,False,False,Jungle,55.8,181,NorthAmerica
GRANDMASTER,85,65,False,False,False,False,Top,56.67,150,NorthAmerica
GRANDMASTER,48,20,False,False,False,False,Mid,70.59,68,NorthAmerica
GRANDMASTER,116,109,False,False,True,False,Bottom,51.56,225,NorthAmerica
GRANDMASTER,82,71,False,False,False,False,Mid,53.59,153,NorthAmerica
GRANDMASTER,63,59,False,False,False,False,Mid,51.64,122,NorthAmerica
GRANDMASTER,133,113,False,False,True,False,Bottom,54.07,246,NorthAmerica
GRANDMASTER,100,78,False,False,True,False,Jungle,56.18,178,NorthAmerica
GRANDMASTER,189,161,False,False,True,False,Mid,54.0,350,NorthAmerica
GRANDMASTER,96,64,False,False,True,False,Bottom,60.0,160,NorthAmerica
GRANDMASTER,65,52,False,False,False,False,Bottom,55.56,117,NorthAmerica
GRANDMASTER,42,21,False,False,False,True,Bottom,66.67,63,NorthAmerica
GRANDMASTER,155,159,False,False,True,False,Mid,49.36,314,NorthAmerica
GRANDMASTER,133,116,False,False,True,False,Bottom,53.41,249,NorthAmerica
GRANDMASTER,198,183,False,False,True,False,Bottom,51.97,381,NorthAmerica
GRANDMASTER,48,36,False,False,True,False,Mid,57.14,84,NorthAmerica
GRANDMASTER,174,165,False,False,False,False,Mid,51.33,339,NorthAmerica
GRANDMASTER,91,84,False,False,False,False,Mid,52.0,175,NorthAmerica
GRANDMASTER,90,79,False,False,False,False,Top,53.25,169,NorthAmerica
GRANDMASTER,352,276,False,False,True,False,Mid,56.05,628,NorthAmerica
GRANDMASTER,113,107,False,False,False,False,Jungle,51.36,220,NorthAmerica
GRANDMASTER,85,79,False,False,False,False,Bottom,51.83,164,NorthAmerica
GRANDMASTER,150,86,False,False,False,False,Jungle,63.56,236,NorthAmerica
GRANDMASTER,114,100,True,False,False,False,Bottom,53.27,214,NorthAmerica
GRANDMASTER,95,86,False,False,True,False,Top,52.49,181,NorthAmerica
GRANDMASTER,92,86,False,False,False,False,Bottom,51.69,178,NorthAmerica
GRANDMASTER,70,37,False,False,True,True,Top,65.42,107,NorthAmerica
GRANDMASTER,63,44,False,False,False,False,Bottom,58.88,107,NorthAmerica
GRANDMASTER,223,208,False,False,False,False,Top,51.74,431,NorthAmerica
GRANDMASTER,149,147,False,False,False,False,Top,50.34,296,NorthAmerica
GRANDMASTER,70,63,False,False,False,False,Top,52.63,133,NorthAmerica
GRANDMASTER,307,268,False,False,True,False,Bottom,53.39,575,NorthAmerica
GRANDMASTER,169,119,False,False,False,False,Bottom,58.68,288,NorthAmerica
GRANDMASTER,62,39,False,False,True,False,Mid,61.39,101,NorthAmerica
GRANDMASTER,98,78,False,False,False,False,Top,55.68,176,NorthAmerica
GRANDMASTER,313,313,False,False,False,False,Jungle,50.0,626,NorthAmerica
GRANDMASTER,207,203,False,False,False,False,Bottom,50.49,410,NorthAmerica
GRANDMASTER,117,115,False,False,False,True,Top,50.43,232,NorthAmerica
GRANDMASTER,81,71,False,False,False,False,Jungle,53.29,152,NorthAmerica
GRANDMASTER,62,42,False,False,True,False,Jungle,59.62,104,NorthAmerica
GRANDMASTER,223,206,True,False,False,False,Jungle,51.98,429,NorthAmerica
GRANDMASTER,95,75,False,False,True,True,Jungle,55.88,170,NorthAmerica
GRANDMASTER,79,62,False,False,False,False,Bottom,56.03,141,NorthAmerica
GRANDMASTER,77,66,False,False,False,False,Bottom,53.85,143,NorthAmerica
GRANDMASTER,54,31,False,False,True,True,Bottom,63.53,85,NorthAmerica
GRANDMASTER,165,143,False,False,True,False,Top,53.57,308,NorthAmerica
GRANDMASTER,159,148,False,False,True,False,Mid,51.79,307,NorthAmerica
GRANDMASTER,87,79,False,False,False,False,Top,52.41,166,NorthAmerica
GRANDMASTER,64,59,False,False,False,False,Bottom,52.03,123,NorthAmerica
GRANDMASTER,53,38,False,False,False,True,Mid,58.24,91,NorthAmerica
GRANDMASTER,31,22,False,False,True,False,Bottom,58.49,53,NorthAmerica
GRANDMASTER,138,118,False,False,True,True,Bottom,53.91,256,NorthAmerica
GRANDMASTER,124,116,False,False,False,True,Bottom,51.67,240,NorthAmerica
GRANDMASTER,116,87,False,False,False,False,Top,57.14,203,NorthAmerica
GRANDMASTER,93,69,False,False,False,False,Jungle,57.41,162,NorthAmerica
GRANDMASTER,272,264,False,False,True,True,Top,50.75,536,NorthAmerica
GRANDMASTER,50,40,False,False,True,True,Jungle,55.56,90,NorthAmerica
GRANDMASTER,162,154,True,False,False,False,Mid,51.27,316,NorthAmerica
GRANDMASTER,92,89,False,False,True,False,Bottom,50.83,181,NorthAmerica
GRANDMASTER,68,59,False,False,False,False,Jungle,53.54,127,NorthAmerica
GRANDMASTER,66,50,False,False,True,True,Top,56.9,116,NorthAmerica
GRANDMASTER,49,40,False,False,True,False,Top,55.06,89,NorthAmerica
GRANDMASTER,35,27,False,False,False,False,Jungle,56.45,62,NorthAmerica
GRANDMASTER,29,20,False,False,False,False,Jungle,59.18,49,NorthAmerica
GRANDMASTER,131,121,False,False,True,True,Top,51.98,252,NorthAmerica
GRANDMASTER,127,122,False,False,True,True,Bottom,51.0,249,NorthAmerica
GRANDMASTER,80,62,False,False,True,True,Bottom,56.34,142,NorthAmerica
GRANDMASTER,56,42,False,False,False,False,Top,57.14,98,NorthAmerica
GRANDMASTER,198,190,False,False,True,True,Mid,51.03,388,NorthAmerica
GRANDMASTER,190,174,False,False,True,False,Bottom,52.2,364,NorthAmerica
GRANDMASTER,90,69,False,False,False,True,Bottom,56.6,159,NorthAmerica
GRANDMASTER,79,59,False,False,False,False,Bottom,57.25,138,NorthAmerica
GRANDMASTER,110,98,False,False,False,True,Bottom,52.88,208,NorthAmerica
GRANDMASTER,86,60,False,False,False,False,Mid,58.9,146,NorthAmerica
GRANDMASTER,62,48,False,False,True,True,Mid,56.36,110,NorthAmerica
GRANDMASTER,536,542,False,False,True,False,Top,49.72,1078,NorthAmerica
GRANDMASTER,238,193,False,False,False,False,Top,55.22,431,NorthAmerica
GRANDMASTER,157,126,False,False,True,False,Top,55.48,283,NorthAmerica
GRANDMASTER,61,47,False,False,True,False,Bottom,56.48,108,NorthAmerica
GRANDMASTER,36,26,False,False,False,False,Bottom,58.06,62,NorthAmerica
GRANDMASTER,148,137,False,False,False,False,Top,51.93,285,NorthAmerica
GRANDMASTER,96,24,False,False,False,False,Top,80.0,120,NorthAmerica
GRANDMASTER,88,84,False,False,True,False,Top,51.16,172,NorthAmerica
GRANDMASTER,86,76,False,False,True,False,Jungle,53.09,162,NorthAmerica
GRANDMASTER,274,248,False,False,False,False,Jungle,52.49,522,NorthAmerica
GRANDMASTER,207,180,False,False,True,True,Top,53.49,387,NorthAmerica
GRANDMASTER,57,44,False,False,True,False,Top,56.44,101,NorthAmerica
GRANDMASTER,106,85,False,False,False,False,Bottom,55.5,191,NorthAmerica
GRANDMASTER,70,53,False,False,False,False,Bottom,56.91,123,NorthAmerica
GRANDMASTER,50,44,False,False,False,False,Bottom,53.19,94,NorthAmerica
GRANDMASTER,126,106,False,False,False,False,Bottom,54.31,232,NorthAmerica
GRANDMASTER,100,89,False,False,True,False,Bottom,52.91,189,NorthAmerica
GRANDMASTER,140,108,False,False,False,False,Jungle,56.45,248,NorthAmerica
GRANDMASTER,117,115,False,False,True,True,Mid,50.43,232,NorthAmerica
GRANDMASTER,86,77,False,False,False,True,Bottom,52.76,163,NorthAmerica
GRANDMASTER,82,58,False,False,False,False,Bottom,58.57,140,NorthAmerica
GRANDMASTER,161,163,False,False,False,False,Top,49.69,324,NorthAmerica
GRANDMASTER,138,124,False,False,False,True,Top,52.67,262,NorthAmerica
GRANDMASTER,83,25,False,False,True,False,Bottom,76.85,108,NorthAmerica
GRANDMASTER,80,67,False,False,True,False,Bottom,54.42,147,NorthAmerica
GRANDMASTER,57,45,False,False,False,False,Jungle,55.88,102,NorthAmerica
GRANDMASTER,204,195,False,False,True,False,Bottom,51.13,399,NorthAmerica
GRANDMASTER,130,126,False,False,False,True,Bottom,50.78,256,NorthAmerica
GRANDMASTER,100,75,False,False,True,False,Jungle,57.14,175,NorthAmerica
GRANDMASTER,95,81,False,False,True,False,Mid,53.98,176,NorthAmerica
GRANDMASTER,69,48,False,False,False,False,Bottom,58.97,117,NorthAmerica
GRANDMASTER,35,22,False,False,False,False,Top,61.4,57,NorthAmerica
GRANDMASTER,128,122,False,False,True,False,Bottom,51.2,250,NorthAmerica
GRANDMASTER,72,64,False,False,True,False,Bottom,52.94,136,NorthAmerica
GRANDMASTER,24,16,False,False,False,False,Bottom,60.0,40,NorthAmerica
GRANDMASTER,21,8,False,False,True,False,Bottom,72.41,29,NorthAmerica
GRANDMASTER,171,141,False,False,True,False,Mid,54.81,312,NorthAmerica
GRANDMASTER,111,97,False,False,False,True,Bottom,53.37,208,NorthAmerica
GRANDMASTER,37,27,False,False,False,False,Jungle,57.81,64,NorthAmerica
GRANDMASTER,207,180,False,False,True,False,Bottom,53.49,387,NorthAmerica
GRANDMASTER,126,122,False,False,False,False,Bottom,50.81,248,NorthAmerica
GRANDMASTER,116,107,False,False,True,False,Bottom,52.02,223,NorthAmerica
GRANDMASTER,61,46,False,False,True,False,Mid,57.01,107,NorthAmerica
GRANDMASTER,418,390,False,False,True,True,Top,51.73,808,NorthAmerica
GRANDMASTER,175,164,False,False,False,False,Bottom,51.62,339,NorthAmerica
GRANDMASTER,143,118,False,False,False,False,Mid,54.79,261,NorthAmerica
GRANDMASTER,124,122,False,False,True,False,Top,50.41,246,NorthAmerica
GRANDMASTER,71,40,False,False,True,False,Jungle,63.96,111,NorthAmerica
GRANDMASTER,167,151,False,False,True,False,Bottom,52.52,318,NorthAmerica
GRANDMASTER,124,114,False,False,False,False,Top,52.1,238,NorthAmerica
GRANDMASTER,89,61,False,False,False,False,Jungle,59.33,150,NorthAmerica
GRANDMASTER,138,127,False,False,False,False,Top,52.08,265,NorthAmerica
GRANDMASTER,74,68,False,False,True,False,Jungle,52.11,142,NorthAmerica
GRANDMASTER,234,193,False,False,True,True,Bottom,54.8,427,NorthAmerica
GRANDMASTER,135,117,False,False,True,False,Bottom,53.57,252,NorthAmerica
